Year,School Code,School Name,School Type,School Street,School City,School State,School Zip,School County,School District Name,District Code,Grades,Reported?,K-12 Enrolled,K-12 Exempt,K-12 % Exempt,K-12 Medical Exemption,K-12 % Medical Exemption,K-12 Personal Exemption,K-12 % Personal Exemption,K-12 Religious Exemption,K-12 % Religious Exemption,K-12 Exempt for DT/Td,K-12 Exempt for Pertussis,K-12 exempt for Polio,K-12 exempt for Measles,K-12 Exempt for Mumps,K-12 Exempt for Rubella,K-12 Exempt for Hep B,K-12 Exempt for Varicella
2011,2892,Broadway Elementary,Public School,11016 E Broadway Avenue,Spokane Valley,WA,99016,SPOKANE,Central Valley School District,32356,K-5,Yes,454,42,9.3%,0,0.0%,40,8.8%,2,0.4%,30,30,31,33,33,33,31,30
2011,2665,Broadway Learning Center,Public School,1410 8th Avenue,Longview,WA,98632,COWLITZ,Longview School District,8122,K-PK,No,,,,,,,,,,,,,,,,,
2011,1446,Brock's Academy,Private School,17907 145th PL NE               ,Woodinville,WA,98072,KING,Northshore School District,17417,K-12,No,,,,,,,,,,,,,,,,,
2011,3180,Brookdale Elementary,Public School,611 132nd Street S,Tacoma,WA,98444,PIERCE,Franklin Pierce School District,27402,K-5,Yes,437,19,4.3%,7,1.6%,11,2.5%,1,0.2%,9,9,9,9,9,9,8,10
2011,8944,Brooklake Christian School,Private School,629 S 356th St,Federal Way,WA,98003,KING,Federal Way School District,17210,K-6,No,,,,,,,,,,,,,,,,,
2011,3230,Brookside Elementary,Public School,17447 37th Avenue N.E.,Lake Forest Park,WA,98155,KING,Shoreline School District,17412,K-6,Yes,502,42,8.4%,10,2.0%,32,6.4%,0,0.0%,17,18,15,20,20,20,19,17
2011,2218,Browne Elementary,Public School,5102 N Driscoll Blvd,Spokane,WA,99205,SPOKANE,Spokane School District,32081,K-6,Yes,485,25,5.2%,3,0.6%,22,4.5%,0,0.0%,15,15,14,12,12,12,21,8
2011,2872,Browns Point,Public School,1526 51st St Ne,Tacoma,WA,98422,PIERCE,Tacoma School District,27010,K-5,Yes,518,23,4.4%,2,0.4%,16,3.1%,5,1.0%,15,15,19,18,18,18,15,20
2011,2994,Brownsville Elementary,Public School,8795 Illahee Rd NE,BREMERTON,WA,98311,KITSAP,Central Kitsap School District,18401,K-6,Yes,382,34,8.9%,0,0.0%,34,8.9%,0,0.0%,16,16,16,18,18,18,15,31
2011,3397,Bryant,Public School,717 S Grant Ave,Tacoma,WA,98405,PIERCE,Tacoma School District,27010,K-8,Yes,440,41,9.3%,4,0.9%,36,8.2%,1,0.2%,29,29,33,30,30,30,34,32
2011,3008,Bryant Center,Public School,N 910 Ash St,Spokane,WA,99201,SPOKANE,Spokane School District,32081,K-12,Yes,461,57,12.4%,1,0.2%,52,11.3%,4,0.9%,39,39,11,40,40,41,46,16
2011,2372,Bryant Elementary School,Public School,3311 NE 60 ST,SEATTLE,WA,98115,KING,Seattle Public Schools,17001,K-5,Yes,549,29,5.3%,8,1.5%,21,3.8%,0,0.0%,7,8,8,4,6,6,20,6
2011,2439,Bryn Mawr Elementary School,Public School,8212 S 118TH ST,SEATTLE,WA,98178,KING,Renton School District,17403,K-5,Yes,525,16,3.0%,2,0.4%,12,2.3%,2,0.4%,6,7,8,6,6,6,13,10
2011,1832,Bsd Voc Ed/Career Educ Options,Public School,12111 NE 1st Street,Bellevue,WA,98005,KING,Bellevue School District,17405,9-12,No,,,,,,,,,,,,,,,,,
2011,8097,Buena Vista SDA School,Private School,3320 Academy Dr SE,Auburn,WA,98092,KING,Auburn School District,17408,K-8,Yes,206,15,7.3%,1,0.5%,14,6.8%,0,0.0%,11,11,11,11,11,11,10,15
2011,8586,Burley Christian School,Private School,14687 Olympic Dr SE,Port Orchard,WA,98367,KITSAP,South Kitsap School District,18402,K-12,Yes,114,15,13.2%,0,0.0%,9,7.9%,6,5.3%,15,15,15,15,15,15,15,15
2011,4029,Burley Glenwood Elementary,Public School,100 SW LAKEWAY BLVD,PORT ORCHARD,WA,98367,KITSAP,South Kitsap School District,18402,K-6,Yes,434,24,5.5%,4,0.9%,20,4.6%,0,0.0%,15,15,14,14,14,14,15,13
2011,2362,Burlington Edison High School,Public School,301 N BURLINGTON BLVD,BURLINGTON,WA,98233,SKAGIT,Burlington-Edison School District,29100,9-12,Yes,1147,54,4.7%,5,0.4%,49,4.3%,0,0.0%,20,34,20,30,30,30,32,0
2011,1928,Burlington-Edison Alternative School,Public School,301 N Burlington Blvd,Burlington,WA,98233,SKAGIT,Burlington-Edison School District,29100,9-12,Yes,69,7,10.1%,1,1.4%,6,8.7%,0,0.0%,2,4,4,6,6,6,5,0
2011,4299,Burnt Bridge Creek Elementary Sch,Public School,14619A NE 49th Street,Vancouver,WA,98682,CLARK,Evergreen School District (Clark),6114,K-5,Yes,556,27,4.9%,0,0.0%,25,4.5%,2,0.4%,20,20,20,20,20,20,21,19
2011,3736,Burton Elementary School,Public School,14015 NE 28th Street,Vancouver,WA,98682,CLARK,Evergreen School District (Clark),6114,K-5,Yes,489,38,7.8%,1,0.2%,34,7.0%,3,0.6%,35,35,32,35,35,36,30,37
2011,3082,Butler Acres Elementary,Public School,1609 Burcham St,Kelso,WA,98626,COWLITZ,Kelso School District,8458,K-5,Yes,408,26,6.4%,1,0.2%,23,5.6%,2,0.5%,21,23,24,25,25,25,18,16
2011,2980,Byron Kibler Elementary School,Public School,2057 Kibler Ave,Enumclaw,WA,98022,KING,Enumclaw School District,17216,K-5,Yes,397,26,6.5%,3,0.8%,23,5.8%,0,0.0%,9,9,11,11,11,11,20,15
2011,2493,C O Sorenson,Public School,19706 88 AV NE,Bothell,WA,98011,KING,Northshore School District,17417,K-K ,No,,,,,,,,,,,,,,,,,
2011,1461,Calvary Chapel Christian School,Private School,16409 E Broadway Ave,Spokane,WA,99037,SPOKANE,Central Valley School District,32356,K-8,No,,,,,,,,,,,,,,,,,
2011,1462,Calvary Christian Academy,Private School,3332 Colby Ave,Everett,WA,98201,SNOHOMISH,Everett School District,31002,K-2,No,,,,,,,,,,,,,,,,,
2011,8406,Calvary Christian School,Private School,10611 W Clearwater Ave,Kennewick,WA,99336,BENTON,Kennewick School District,3017,K-8,No,,,,,,,,,,,,,,,,,
2011,1836,Cam Jr Sr High School,Public School,PO Box 200,BATTLE GROUND,WA,98604,CLARK,Battle Ground School District,6119,6-12,No,,,,,,,,,,,,,,,,,
2011,2960,Camas Elementary,Public School,1010 S Camas Ave,Wapato,WA,98951,YAKIMA,Wapato School District,39207,K-5,Yes,3383,8,0.2%,4,0.1%,4,0.1%,0,0.0%,4,4,3,7,7,7,2,4
2011,4567,Camas High School,Public School,26900 SE 15TH ST,Camas,WA,98607,CLARK,Camas School District,6117,9-12,Yes,1828,145,7.9%,6,0.3%,132,7.2%,7,0.4%,61,98,49,78,79,79,69,0
2011,4296,Camas Prairie Elementary,Public School,320  176th St E,Spanaway,WA,98387,PIERCE,Bethel School District,27403,K-6,Yes,699,15,2.1%,4,0.6%,11,1.6%,0,0.0%,9,10,10,10,20,10,10,7
2011,3547,Camelot Elementary School,Public School,4041 S 298TH,AUBURN,WA,98001,KING,Federal Way School District,17210,K-5,Yes,359,11,3.1%,1,0.3%,7,1.9%,3,0.8%,7,7,7,9,9,9,6,9
2011,1850,Camp Outlook,Institution,PO Box 829,Connell,WA,99326,FRANKLIN,North Franklin School District,11051,9-9,No,,,,,,,,,,,,,,,,,
2011,3034,Campbell Hill Elementary School,Public School,6418 S 124TH ST,SEATTLE,WA,98178,KING,Renton School District,17403,K-5,Yes,431,10,2.3%,2,0.5%,6,1.4%,2,0.5%,4,5,6,6,6,6,3,4
2011,1402,Can Learn Academy,Private School,8415 N Wall St,Spokane,WA,99208,SPOKANE,Mead School District,32354,K-12,No,,,,,,,,,,,,,,,,,
